Ticker,AAPL,GOOG,META,MSFT
AAPL,1.0,0.5539646452519295,0.48678799676146917,0.6141457262278728
GOOG,0.5539646452519295,1.0,0.576667880623275,0.6476951547968443
META,0.48678799676146917,0.576667880623275,1.0,0.594907980054024
MSFT,0.6141457262278728,0.6476951547968443,0.594907980054024,1.0
